,satisfaction,review,projects,avg_hrs_month,tenure,promoted,department,salary
9832,0.91,0.75,3,166.0,2.0,0,IT,low
9833,0.24,0.71,3,187.0,5.0,0,IT,low
9834,0.34,0.42,6,287.0,5.0,0,IT,low
9835,0.51,0.85,2,248.0,4.0,0,IT,high
9836,0.91,0.7,3,193.0,2.0,0,IT,low
9837,0.86,0.9,4,162.0,3.0,0,product_mng,low
9838,1.0,0.61,3,188.0,4.0,0,product_mng,low
9839,0.37,0.41,6,101.0,3.0,0,product_mng,low
9840,0.46,0.73,6,256.0,4.0,0,product_mng,high
9841,0.86,0.8,5,134.0,2.0,0,IT,low
9842,0.36,0.68,2,126.0,4.0,0,marketing,high
9843,0.52,0.93,2,243.0,3.0,0,accounting,high
9844,0.51,0.73,3,205.0,4.0,0,accounting,high
9845,0.69,0.94,5,259.0,2.0,0,IT,medium
9846,0.67,0.5,5,219.0,3.0,0,IT,medium
9847,0.6,0.99,5,161.0,3.0,0,management,high
9848,0.71,0.57,3,207.0,3.0,0,marketing,medium
9849,0.65,0.79,3,201.0,3.0,0,sales,high
9850,0.48,0.92,3,234.0,3.0,0,accounting,medium
9851,0.67,0.58,4,158.0,3.0,0,support,medium
9852,0.68,0.63,5,185.0,4.0,0,technical,medium
9853,0.74,0.85,3,176.0,3.0,0,management,medium
9854,0.9,0.77,5,163.0,3.0,0,marketing,medium
9855,0.67,0.83,3,171.0,3.0,0,marketing,medium
9856,0.64,0.66,5,163.0,4.0,0,marketing,medium
9857,0.54,0.87,4,163.0,3.0,0,sales,medium
9858,0.6,0.73,2,180.0,2.0,0,sales,high
9859,0.72,0.67,3,243.0,3.0,0,sales,low
9860,0.97,0.49,4,213.0,2.0,0,sales,medium
9861,0.99,0.89,3,273.0,2.0,0,sales,medium
9862,0.75,0.93,4,195.0,3.0,0,sales,medium
9863,0.84,0.98,4,246.0,3.0,0,sales,medium
9864,0.76,0.5,3,196.0,3.0,0,sales,medium
9865,0.96,0.51,5,205.0,2.0,0,sales,medium
9866,0.12,0.81,4,287.0,6.0,0,sales,medium
9867,0.54,0.79,3,211.0,3.0,0,sales,medium
9868,0.69,0.98,3,261.0,4.0,0,sales,medium
9869,0.77,0.71,5,204.0,3.0,0,sales,high
9870,0.96,0.86,2,163.0,3.0,0,sales,low
9871,0.53,0.62,4,162.0,2.0,0,sales,low
9872,0.54,0.72,4,259.0,2.0,0,sales,low
9873,0.89,0.64,4,151.0,5.0,0,sales,high
9874,0.52,0.84,2,266.0,2.0,0,sales,low
9875,0.29,0.65,5,110.0,5.0,0,sales,low
9876,0.93,0.6,4,271.0,3.0,0,accounting,low
9877,0.71,0.68,4,208.0,2.0,0,accounting,high
9878,0.23,0.5,2,150.0,6.0,0,accounting,low
9879,0.89,0.96,3,122.0,4.0,0,hr,low
9880,0.51,0.5,4,246.0,3.0,0,hr,low
9881,0.27,0.64,2,188.0,3.0,0,hr,low
9882,0.9,0.53,3,167.0,3.0,0,hr,low
9883,0.88,0.57,4,261.0,4.0,0,technical,low
9884,0.91,0.83,4,235.0,3.0,0,technical,low
9885,0.65,0.63,4,199.0,2.0,0,technical,medium
9886,0.68,0.5,4,166.0,4.0,0,technical,medium
9887,0.58,0.63,4,272.0,3.0,0,technical,medium
9888,0.68,0.62,3,158.0,3.0,0,technical,medium
9889,0.59,0.76,3,264.0,3.0,0,technical,medium
9890,0.56,0.57,5,274.0,3.0,0,technical,medium
9891,0.74,0.44,5,169.0,3.0,0,technical,medium
9892,0.5,0.91,4,148.0,2.0,0,technical,medium
9893,0.85,0.65,4,162.0,2.0,0,technical,medium
9894,0.57,0.48,5,221.0,3.0,0,support,medium
9895,0.89,0.58,3,167.0,3.0,0,support,medium
9896,0.76,0.66,5,206.0,2.0,0,support,medium
9897,0.96,0.7,3,169.0,3.0,0,support,high
9898,0.81,0.68,4,179.0,3.0,0,support,low
9899,0.79,0.85,4,100.0,6.0,0,support,medium
9900,0.63,0.66,3,177.0,2.0,0,support,medium
9901,0.92,0.82,5,252.0,3.0,0,support,medium
9902,0.77,0.74,4,202.0,4.0,0,support,medium
9903,0.73,0.87,4,263.0,2.0,0,support,low
9904,0.74,0.98,4,160.0,2.0,0,support,low
9905,0.8,0.74,5,229.0,3.0,0,technical,low
9906,0.82,0.85,5,195.0,4.0,0,technical,low
9907,0.48,0.81,3,212.0,2.0,0,technical,low
9908,0.79,0.54,6,190.0,4.0,0,management,low
9909,0.87,0.41,3,219.0,3.0,0,IT,low
9910,0.96,0.88,2,193.0,2.0,0,IT,low
9911,0.96,0.58,5,197.0,4.0,0,IT,low
9912,0.69,0.66,3,206.0,2.0,0,IT,low
9913,0.42,0.58,2,140.0,3.0,0,IT,low
9914,0.7,0.76,3,173.0,2.0,0,product_mng,low
9915,0.97,0.76,6,142.0,2.0,0,product_mng,low
9916,0.6,0.59,3,237.0,4.0,0,product_mng,low
9917,0.63,0.63,5,252.0,2.0,0,product_mng,low
9918,0.65,0.82,4,196.0,2.0,0,IT,low
9919,0.85,0.81,3,205.0,3.0,0,marketing,high
9920,0.54,0.83,3,201.0,3.0,0,accounting,high
9921,0.23,0.74,5,120.0,4.0,0,accounting,high
9922,0.95,0.73,2,187.0,2.0,0,IT,medium
9923,1.0,0.51,5,274.0,4.0,0,IT,medium
9924,0.77,0.93,3,227.0,3.0,0,management,high
9925,0.8,0.53,3,245.0,3.0,0,sales,medium
9926,0.88,0.56,4,243.0,4.0,0,accounting,medium
9927,0.73,0.68,3,132.0,2.0,0,support,medium
9928,0.54,0.9,3,206.0,3.0,0,technical,medium
9929,0.92,0.58,5,205.0,2.0,0,management,medium
9930,0.14,0.88,3,162.0,4.0,0,marketing,medium
9931,0.65,0.79,5,266.0,3.0,0,marketing,medium
9932,0.17,0.89,5,261.0,5.0,0,marketing,medium
9933,0.18,0.67,5,209.0,4.0,0,sales,medium
9934,0.58,0.5,5,184.0,4.0,0,sales,medium
9935,0.63,0.67,4,229.0,3.0,0,sales,medium
9936,0.68,0.81,3,180.0,2.0,0,sales,high
9937,0.91,0.98,5,135.0,3.0,0,sales,low
9938,0.95,0.94,3,174.0,3.0,0,sales,medium
9939,0.89,0.76,2,278.0,2.0,0,sales,medium
9940,0.76,0.76,3,197.0,2.0,0,sales,medium
9941,0.96,0.72,3,157.0,3.0,0,sales,medium
9942,0.78,0.63,4,156.0,3.0,0,sales,low
9943,0.98,0.9,3,186.0,4.0,0,sales,low
9944,0.76,0.42,3,217.0,2.0,0,sales,low
9945,0.63,0.49,5,192.0,2.0,0,sales,low
9946,0.39,0.37,3,127.0,3.0,0,sales,low
9947,0.91,0.67,3,257.0,2.0,0,sales,low
9948,0.8,0.8,4,229.0,4.0,0,sales,low
9949,0.89,0.64,4,274.0,2.0,0,sales,low
9950,0.75,0.41,5,196.0,4.0,0,sales,low
9951,0.94,0.85,3,137.0,3.0,0,sales,low
9952,0.5,0.75,4,239.0,2.0,0,accounting,low
9953,0.75,0.95,4,177.0,3.0,0,accounting,low
9954,0.84,0.78,5,164.0,3.0,0,accounting,low
9955,0.55,0.81,5,229.0,3.0,0,hr,low
9956,0.59,0.82,3,149.0,3.0,0,hr,low
9957,0.58,0.43,3,224.0,6.0,0,hr,low
9958,0.91,0.59,5,179.0,3.0,0,hr,low
9959,0.43,0.92,5,151.0,4.0,0,technical,low
9960,0.51,0.79,5,222.0,2.0,0,technical,low
9961,0.81,0.96,4,219.0,2.0,0,technical,low
9962,0.72,0.39,3,257.0,3.0,0,technical,low
9963,0.89,0.99,4,258.0,3.0,0,technical,medium
9964,0.61,0.74,5,185.0,2.0,0,technical,medium
9965,0.57,0.7,3,248.0,2.0,0,technical,medium
9966,0.74,0.82,5,154.0,2.0,0,technical,medium
9967,0.87,0.64,3,187.0,2.0,0,technical,medium
9968,0.58,0.62,3,182.0,3.0,0,technical,medium
9969,0.63,0.59,3,189.0,3.0,0,technical,medium
9970,0.89,0.85,4,195.0,4.0,0,support,medium
9971,0.49,0.74,2,154.0,3.0,0,support,medium
9972,0.59,0.59,4,244.0,3.0,0,support,medium
9973,0.71,0.99,3,228.0,2.0,0,support,medium
9974,0.58,0.62,3,218.0,3.0,0,support,medium
9975,0.84,0.61,5,202.0,3.0,0,support,high
9976,0.92,0.48,4,208.0,3.0,0,support,low
9977,0.91,0.59,3,266.0,2.0,0,support,medium
9978,0.92,0.78,4,177.0,2.0,0,support,medium
9979,0.95,0.65,3,183.0,3.0,0,support,medium
9980,0.53,0.62,4,201.0,3.0,0,support,medium
9981,0.89,0.89,5,179.0,2.0,0,technical,low
9982,0.81,0.84,3,198.0,2.0,0,technical,low
9983,0.78,0.67,5,209.0,3.0,0,technical,low
9984,0.66,0.48,3,203.0,4.0,0,management,low
9985,0.37,0.71,6,266.0,5.0,0,IT,low
9986,0.55,0.84,4,200.0,4.0,0,IT,low
9987,0.79,0.88,3,195.0,4.0,0,IT,low
9988,0.89,0.83,5,269.0,3.0,0,IT,low
9989,0.54,0.76,5,226.0,2.0,0,IT,low
9990,0.74,0.8,4,200.0,4.0,0,product_mng,low
9991,0.7,0.47,2,176.0,5.0,0,product_mng,low
9992,0.37,0.85,2,185.0,3.0,0,product_mng,low
9993,0.84,0.71,3,179.0,2.0,0,product_mng,low
9994,0.55,0.58,5,208.0,3.0,0,IT,low
9995,0.93,0.79,5,241.0,4.0,0,marketing,high
9996,0.97,0.55,4,166.0,3.0,0,accounting,high
9997,0.64,0.53,3,216.0,3.0,0,accounting,high
9998,0.62,0.64,4,185.0,2.0,0,IT,medium
9999,0.26,0.91,5,183.0,6.0,0,IT,medium
10000,0.93,0.49,4,255.0,2.0,0,management,high
10001,0.27,0.61,3,213.0,6.0,0,sales,low
10002,0.9,0.63,4,173.0,3.0,0,accounting,medium
10003,0.16,0.7,6,246.0,4.0,0,support,medium
10004,0.75,0.63,3,148.0,4.0,0,technical,medium
10005,0.72,0.74,2,238.0,3.0,0,management,medium
10006,0.68,0.51,3,185.0,3.0,0,marketing,medium
10007,0.13,0.77,4,201.0,5.0,0,marketing,medium
10008,0.96,0.92,3,150.0,2.0,0,marketing,medium
10009,0.71,0.72,4,137.0,3.0,0,sales,medium
10010,0.85,0.66,5,189.0,3.0,0,sales,medium
10011,0.87,0.91,3,229.0,3.0,0,sales,medium
10012,0.86,0.93,3,199.0,3.0,0,sales,medium
10013,0.49,0.85,3,250.0,2.0,0,sales,medium
10014,0.99,0.59,5,263.0,3.0,0,sales,high
10015,0.75,0.95,3,268.0,3.0,0,sales,low
10016,0.61,0.64,3,187.0,2.0,0,sales,medium
10017,0.89,0.84,6,196.0,4.0,0,sales,medium
10018,0.77,0.7,4,232.0,3.0,0,sales,medium
10019,0.7,0.79,3,226.0,4.0,0,sales,medium
10020,0.5,0.58,4,96.0,3.0,0,sales,low
10021,0.61,1.0,4,133.0,4.0,0,sales,low
10022,0.98,0.53,4,214.0,2.0,0,sales,low
10023,0.61,0.77,4,252.0,2.0,0,sales,low
10024,0.85,0.56,3,199.0,4.0,0,sales,low
10025,0.42,0.85,3,150.0,3.0,0,sales,low
10026,0.56,0.75,4,141.0,3.0,0,sales,low
10027,0.88,0.8,4,239.0,3.0,0,sales,low
10028,0.92,0.69,3,139.0,2.0,0,accounting,low
10029,0.85,0.77,3,146.0,4.0,0,accounting,low
10030,0.66,0.74,4,179.0,3.0,0,accounting,low
10031,0.82,0.93,3,160.0,3.0,0,hr,low
10032,0.14,0.58,6,205.0,3.0,0,hr,low
10033,0.6,0.98,5,213.0,3.0,0,hr,low
10034,0.92,0.65,4,260.0,2.0,0,hr,low
10035,0.51,0.72,3,242.0,3.0,0,technical,low
10036,0.85,0.46,3,123.0,5.0,0,technical,low
10037,0.43,0.84,2,285.0,5.0,0,technical,low
10038,0.98,0.56,3,103.0,5.0,0,technical,medium
10039,0.84,0.55,5,264.0,3.0,0,technical,medium
10040,0.7,0.52,3,227.0,2.0,0,technical,medium
10041,0.82,0.82,5,267.0,2.0,0,technical,medium
10042,0.94,0.67,3,142.0,3.0,0,technical,medium
10043,0.55,0.79,3,254.0,3.0,0,technical,medium
10044,0.98,0.5,3,251.0,3.0,0,technical,medium
10045,0.78,0.63,4,158.0,3.0,0,technical,medium
10046,0.99,0.77,5,160.0,3.0,0,support,medium
10047,0.74,0.58,4,215.0,3.0,0,support,medium
10048,0.5,0.74,4,237.0,2.0,0,support,medium
10049,0.25,0.8,5,237.0,6.0,0,support,medium
10050,0.49,0.55,4,268.0,4.0,0,support,high
10051,0.63,0.74,4,234.0,3.0,0,support,low
10052,0.68,0.73,3,250.0,2.0,0,support,medium
10053,0.62,0.54,4,212.0,4.0,0,support,medium
10054,0.89,0.52,4,189.0,3.0,0,support,medium
10055,0.31,0.37,2,104.0,3.0,0,support,medium
10056,0.89,0.61,3,211.0,2.0,0,support,low
10057,0.72,0.65,3,109.0,5.0,0,technical,low
10058,0.84,0.75,2,168.0,2.0,0,technical,low
10059,0.88,0.71,3,184.0,3.0,0,technical,low
10060,0.74,1.0,4,242.0,2.0,0,management,low
10061,0.96,0.95,6,215.0,4.0,0,IT,low
10062,0.82,0.89,5,182.0,3.0,0,IT,low
10063,0.7,0.64,5,260.0,3.0,0,IT,low
10064,0.61,0.84,4,265.0,2.0,0,IT,low
10065,0.65,0.83,5,182.0,2.0,0,IT,low
10066,0.77,0.64,3,191.0,3.0,0,product_mng,low
10067,0.81,0.77,5,167.0,4.0,0,product_mng,low
10068,0.87,0.66,3,270.0,2.0,0,product_mng,low
10069,0.96,0.73,4,273.0,2.0,0,product_mng,low
10070,0.48,0.7,3,251.0,3.0,0,IT,low
10071,0.78,0.96,3,217.0,3.0,0,marketing,high
10072,0.75,1.0,4,222.0,2.0,0,accounting,high
10073,0.23,0.87,5,258.0,4.0,0,accounting,high
10074,0.85,0.76,3,197.0,5.0,0,IT,medium
10075,0.67,0.56,3,193.0,2.0,0,IT,medium
10076,0.71,0.81,2,182.0,3.0,0,management,high
10077,0.72,0.7,3,163.0,3.0,0,sales,medium
10078,0.8,0.77,4,224.0,2.0,0,accounting,medium
10079,0.64,0.86,4,143.0,2.0,0,support,medium
10080,0.54,0.42,6,218.0,3.0,0,technical,medium
10081,0.73,0.67,3,208.0,4.0,0,management,medium
10082,0.73,1.0,2,229.0,3.0,0,marketing,medium
10083,0.55,0.62,5,184.0,4.0,0,marketing,medium
10084,0.63,0.41,3,180.0,5.0,0,marketing,medium
10085,0.15,0.8,5,121.0,5.0,0,sales,medium
10086,0.6,0.5,5,203.0,3.0,0,sales,medium
10087,0.38,0.51,3,151.0,2.0,0,sales,medium
10088,0.81,0.77,4,239.0,3.0,0,sales,medium
10089,0.75,0.53,3,166.0,3.0,0,sales,high
10090,0.52,0.92,3,268.0,3.0,0,sales,low
10091,0.51,1.0,5,196.0,4.0,0,sales,medium
10092,0.66,0.62,4,241.0,3.0,0,sales,medium
10093,0.8,0.87,5,251.0,3.0,0,sales,medium
10094,0.85,0.69,3,263.0,3.0,0,sales,medium
10095,0.77,0.73,3,224.0,2.0,0,sales,low
10096,0.29,0.4,4,138.0,4.0,0,sales,low
10097,0.15,0.67,6,167.0,6.0,0,sales,low
10098,0.73,0.83,5,266.0,5.0,0,sales,low
10099,0.55,0.74,2,116.0,3.0,0,sales,low
10100,0.2,0.69,2,160.0,4.0,0,sales,low
10101,0.56,0.68,3,144.0,3.0,0,sales,low
10102,0.55,0.54,3,190.0,3.0,0,sales,low
10103,0.9,0.49,6,175.0,4.0,0,sales,low
10104,0.73,0.55,3,206.0,4.0,0,accounting,low
10105,0.48,0.99,5,180.0,2.0,0,accounting,low
10106,0.64,0.74,4,157.0,4.0,0,accounting,low
10107,0.95,0.75,4,203.0,3.0,0,hr,low
10108,0.82,0.66,4,238.0,3.0,0,hr,low
10109,0.95,0.65,3,273.0,4.0,0,hr,low
10110,0.92,0.9,4,179.0,3.0,0,hr,low
10111,0.22,0.84,3,131.0,5.0,0,technical,low
10112,0.17,0.77,4,151.0,6.0,0,technical,low
10113,0.51,0.55,3,261.0,3.0,0,technical,low
10114,0.67,0.64,3,203.0,2.0,0,technical,low
10115,0.6,0.66,5,143.0,2.0,0,technical,low
10116,0.99,0.55,3,97.0,6.0,0,technical,medium
10117,0.35,0.71,6,204.0,4.0,0,technical,medium
10118,0.13,0.72,4,154.0,4.0,0,technical,medium
10119,0.97,0.93,2,160.0,6.0,0,technical,medium
10120,0.49,0.61,4,232.0,3.0,0,technical,medium
10121,0.62,0.71,3,255.0,2.0,0,technical,medium
10122,0.35,0.54,3,128.0,3.0,0,support,medium
10123,0.81,0.79,4,222.0,3.0,0,support,medium
10124,0.57,0.75,5,171.0,4.0,0,support,medium
10125,1.0,0.66,4,173.0,2.0,0,support,medium
10126,0.93,0.71,4,272.0,2.0,0,support,medium
10127,0.89,0.85,3,166.0,3.0,0,support,medium
10128,0.64,0.61,4,143.0,2.0,0,support,high
10129,0.54,0.95,4,149.0,3.0,0,support,low
10130,0.52,0.85,4,257.0,2.0,0,support,medium
10131,0.12,0.65,5,262.0,6.0,0,support,medium
10132,0.14,0.49,4,115.0,4.0,0,support,medium
10133,0.57,0.54,4,142.0,4.0,0,technical,medium
10134,0.57,0.64,4,144.0,4.0,0,technical,low
10135,1.0,0.56,5,247.0,3.0,0,technical,low
10136,0.94,0.58,4,216.0,3.0,0,management,low
10137,0.93,0.48,3,276.0,3.0,0,IT,low
10138,0.91,0.88,5,123.0,5.0,0,IT,low
10139,0.85,0.77,4,264.0,3.0,0,IT,low
10140,0.8,0.98,3,189.0,6.0,0,IT,low
10141,0.68,0.69,3,148.0,2.0,0,IT,low
10142,0.91,0.6,5,150.0,3.0,0,product_mng,medium
10143,0.93,0.9,3,172.0,3.0,0,product_mng,medium
10144,0.81,0.68,3,236.0,2.0,0,product_mng,medium
10145,0.51,0.74,4,151.0,3.0,0,product_mng,medium
10146,0.49,0.52,3,168.0,3.0,0,IT,medium
10147,0.55,0.55,5,256.0,3.0,0,RandD,medium
10148,0.17,0.51,6,213.0,3.0,0,RandD,medium
10149,0.8,0.79,4,148.0,3.0,0,RandD,medium
10150,0.61,0.67,3,266.0,3.0,0,RandD,medium
10151,0.59,0.73,3,195.0,2.0,0,RandD,medium
10152,0.67,0.77,4,242.0,3.0,0,marketing,medium
10153,0.96,0.81,4,183.0,3.0,0,sales,medium
10154,0.72,0.66,3,134.0,3.0,0,accounting,medium
10155,0.72,0.76,4,189.0,2.0,0,support,medium
10156,0.99,0.61,5,196.0,3.0,0,technical,medium
10157,0.22,0.61,4,150.0,6.0,0,management,medium
10158,0.32,0.52,4,191.0,2.0,0,marketing,medium
10159,0.64,0.86,4,248.0,6.0,0,marketing,medium
10160,0.9,0.49,3,256.0,2.0,0,marketing,medium
10161,0.86,0.9,3,158.0,2.0,0,sales,medium
10162,0.67,0.76,2,210.0,2.0,0,sales,medium
10163,0.9,0.59,3,247.0,2.0,0,sales,medium
10164,0.52,0.8,3,156.0,3.0,0,sales,medium
10165,0.57,0.89,3,202.0,2.0,0,sales,medium
10166,0.55,0.83,3,157.0,2.0,0,sales,medium
10167,0.2,0.83,4,258.0,4.0,0,sales,high
10168,0.89,0.66,4,176.0,3.0,0,sales,high
10169,0.15,0.56,4,214.0,5.0,0,sales,high
10170,0.8,0.6,3,212.0,3.0,0,sales,high
10171,0.55,0.48,4,271.0,6.0,0,sales,high
10172,0.53,0.64,5,281.0,4.0,0,sales,high
10173,0.62,0.77,3,204.0,4.0,0,sales,high
10174,1.0,0.58,3,112.0,2.0,0,sales,high
10175,0.31,0.75,3,120.0,4.0,0,sales,high
10176,0.62,0.51,5,134.0,3.0,0,sales,high
10177,0.73,0.61,5,222.0,3.0,0,sales,high
10178,0.52,0.61,3,203.0,3.0,0,sales,high
10179,0.33,0.65,2,239.0,5.0,0,sales,low
10180,0.88,0.5,3,142.0,3.0,0,accounting,low
10181,0.65,0.54,2,177.0,3.0,0,accounting,low
10182,0.91,0.7,6,201.0,2.0,0,accounting,low
10183,0.83,0.91,3,196.0,4.0,0,hr,low
10184,0.2,0.87,3,140.0,6.0,0,hr,low
10185,0.96,0.8,5,195.0,4.0,0,hr,low
10186,0.75,0.89,5,154.0,4.0,0,hr,low
10187,0.93,0.57,3,141.0,2.0,0,technical,low
10188,0.87,0.49,4,213.0,3.0,0,technical,low
10189,0.94,0.58,5,222.0,3.0,0,technical,low
10190,0.85,0.72,3,150.0,2.0,0,technical,low
10191,0.63,0.5,4,172.0,2.0,0,technical,low
10192,0.78,0.63,5,261.0,3.0,0,technical,low
10193,0.87,0.92,2,248.0,3.0,0,technical,low
10194,0.77,0.76,5,149.0,2.0,0,technical,medium
10195,1.0,0.61,5,178.0,3.0,0,technical,medium
10196,0.93,0.81,3,212.0,3.0,0,technical,medium
10197,0.5,0.4,2,108.0,2.0,0,technical,medium
10198,0.9,0.66,4,160.0,2.0,0,support,medium
10199,0.61,0.56,2,160.0,3.0,0,support,medium
10200,0.57,0.97,5,196.0,2.0,0,support,medium
10201,0.43,0.5,4,121.0,5.0,0,support,medium
10202,0.6,0.56,5,268.0,2.0,0,support,medium
10203,0.56,0.92,3,232.0,2.0,0,support,medium
10204,0.57,0.62,5,263.0,2.0,0,support,medium
10205,0.56,0.82,3,208.0,2.0,0,support,medium
10206,0.64,0.9,6,143.0,5.0,0,support,high
10207,0.53,0.56,5,236.0,4.0,0,support,high
10208,0.19,0.6,5,198.0,4.0,0,support,high
10209,0.5,0.8,4,261.0,3.0,0,technical,high
10210,0.86,0.97,4,258.0,3.0,0,technical,high
10211,0.92,0.66,3,230.0,3.0,0,technical,high
10212,0.82,0.97,3,137.0,3.0,0,management,high
10213,0.54,0.51,5,258.0,3.0,0,IT,high
10214,0.23,0.51,5,139.0,6.0,0,IT,low
10215,0.65,0.71,4,186.0,2.0,0,IT,low
10216,0.99,0.98,4,259.0,3.0,0,IT,low
10217,0.54,0.59,4,202.0,3.0,0,IT,low
10218,0.99,0.68,4,235.0,3.0,0,product_mng,low
10219,0.76,0.89,4,224.0,2.0,0,product_mng,low
10220,0.57,0.54,4,210.0,3.0,0,product_mng,low
10221,0.53,0.75,4,240.0,4.0,0,product_mng,low
10222,0.86,0.55,5,149.0,4.0,0,IT,medium
10223,0.97,0.96,4,250.0,6.0,0,RandD,medium
10224,0.13,0.76,5,171.0,5.0,0,RandD,medium
10225,0.73,0.89,3,139.0,3.0,0,RandD,medium
10226,0.62,0.95,4,132.0,3.0,0,RandD,medium
10227,0.59,0.37,3,125.0,2.0,0,RandD,medium
10228,0.63,0.7,6,141.0,3.0,0,marketing,medium
10229,0.64,0.52,3,269.0,2.0,0,sales,medium
10230,0.5,0.85,5,249.0,3.0,0,accounting,medium
10231,0.58,0.89,3,256.0,2.0,0,support,medium
10232,0.32,0.87,4,179.0,4.0,0,technical,medium
10233,0.72,0.67,5,210.0,2.0,0,management,medium
10234,0.61,0.74,3,160.0,3.0,0,marketing,medium
10235,0.97,0.55,2,267.0,4.0,0,marketing,medium
10236,0.87,0.64,2,169.0,3.0,0,marketing,medium
10237,0.88,0.81,4,235.0,6.0,0,sales,medium
10238,0.52,0.99,3,136.0,3.0,0,sales,medium
10239,0.95,0.81,5,210.0,4.0,0,sales,medium
10240,0.96,0.62,5,230.0,2.0,0,sales,medium
10241,0.98,0.58,5,186.0,3.0,0,sales,medium
10242,0.51,0.51,2,271.0,3.0,0,sales,medium
10243,1.0,0.63,2,105.0,2.0,0,sales,medium
10244,0.97,0.67,2,147.0,2.0,0,sales,medium
10245,0.79,0.56,4,177.0,3.0,0,sales,high
10246,0.64,0.45,3,135.0,6.0,0,sales,low
10247,0.84,0.76,5,243.0,3.0,0,sales,medium
10248,0.94,0.57,3,166.0,4.0,0,sales,medium
10249,0.7,0.79,4,194.0,3.0,0,sales,medium
10250,0.64,1.0,4,201.0,2.0,0,sales,medium
10251,0.56,0.88,4,248.0,2.0,0,sales,medium
10252,0.32,0.81,5,111.0,4.0,0,sales,medium
10253,0.75,0.72,5,174.0,3.0,0,sales,medium
10254,0.78,0.58,3,241.0,3.0,0,sales,medium
10255,0.7,0.49,4,173.0,3.0,0,sales,medium
10256,0.21,0.39,6,132.0,5.0,0,accounting,medium
10257,0.64,0.96,3,274.0,3.0,0,accounting,low
10258,0.54,0.52,3,115.0,3.0,0,accounting,low
10259,0.79,0.98,4,170.0,3.0,0,hr,low
10260,0.91,0.58,3,172.0,3.0,0,hr,low
10261,0.76,0.73,4,148.0,2.0,0,hr,low
10262,0.77,0.95,3,246.0,3.0,0,hr,low
10263,0.92,0.88,4,151.0,3.0,0,technical,low
10264,0.53,0.57,5,141.0,3.0,0,technical,high
10265,0.44,0.52,3,269.0,4.0,0,technical,low
10266,0.54,0.52,5,170.0,4.0,0,technical,high
10267,0.93,0.5,2,135.0,3.0,0,technical,high
10268,0.67,0.68,4,254.0,3.0,0,technical,low
10269,0.66,0.99,3,228.0,2.0,0,technical,low
10270,0.7,0.6,3,266.0,2.0,0,technical,high
10271,0.79,0.57,4,152.0,3.0,0,technical,low
10272,0.5,0.75,5,178.0,6.0,0,technical,medium
10273,1.0,0.75,3,237.0,3.0,0,technical,high
10274,0.61,0.52,5,255.0,3.0,0,support,medium
10275,0.72,0.5,4,245.0,3.0,0,support,medium
10276,0.78,0.95,3,155.0,3.0,0,support,medium
10277,0.87,0.84,5,216.0,3.0,0,support,medium
10278,0.57,0.58,3,251.0,2.0,0,support,high
10279,0.85,0.96,2,260.0,3.0,0,support,medium
10280,0.83,0.67,5,132.0,2.0,0,support,medium
10281,0.4,0.37,3,169.0,3.0,0,support,medium
10282,0.91,0.69,4,259.0,3.0,0,support,high
10283,0.48,0.98,3,257.0,2.0,0,support,medium
10284,0.94,0.58,5,190.0,3.0,0,support,high
10285,0.65,0.76,4,171.0,4.0,0,technical,low
10286,0.54,0.49,4,190.0,3.0,0,technical,medium
10287,0.76,0.81,5,270.0,4.0,0,technical,medium
10288,0.88,0.59,4,227.0,3.0,0,management,medium
10289,0.9,0.55,3,195.0,3.0,0,IT,medium
10290,0.64,0.75,3,169.0,3.0,0,IT,low
10291,0.74,0.75,4,169.0,4.0,0,IT,low
10292,0.45,0.54,2,184.0,2.0,0,IT,low
10293,0.61,0.62,3,240.0,3.0,0,IT,low
10294,0.16,0.97,6,282.0,4.0,0,product_mng,low
10295,0.67,0.74,3,226.0,3.0,0,product_mng,low
10296,0.74,0.74,2,254.0,3.0,0,product_mng,low
10297,0.53,0.57,4,250.0,3.0,0,product_mng,low
10298,0.75,0.98,3,143.0,2.0,0,IT,low
10299,0.76,0.98,4,258.0,3.0,0,RandD,low
10300,0.72,0.72,5,265.0,3.0,0,RandD,high
10301,0.65,0.54,6,181.0,4.0,0,RandD,low
10302,0.69,0.66,4,178.0,3.0,0,RandD,low
10303,0.7,0.74,3,194.0,3.0,0,RandD,low
10304,0.66,0.84,4,253.0,4.0,0,marketing,low
10305,0.13,0.48,3,210.0,3.0,0,sales,high
10306,0.67,0.53,3,264.0,2.0,0,accounting,low
10307,0.99,0.7,3,219.0,3.0,0,support,low
10308,0.51,0.86,3,198.0,2.0,0,technical,low
10309,0.61,0.7,4,161.0,3.0,0,management,high
10310,0.9,0.6,3,255.0,4.0,0,marketing,low
10311,0.61,0.62,4,233.0,3.0,0,marketing,medium
10312,0.15,0.89,3,251.0,4.0,0,marketing,high
10313,0.53,0.85,5,268.0,3.0,0,sales,medium
10314,0.41,0.48,3,135.0,3.0,0,sales,high
10315,0.9,0.64,4,201.0,2.0,0,sales,medium
10316,0.67,0.9,5,171.0,3.0,0,sales,medium
10317,0.22,0.7,4,225.0,4.0,0,sales,medium
10318,0.35,0.56,3,144.0,3.0,0,sales,medium
10319,0.66,0.96,4,185.0,2.0,0,sales,medium
10320,0.63,0.82,5,275.0,3.0,0,sales,medium
